Gene	090317_0121166	090318_0121167	090319_0121168	090320_0121169	090321_0121170	090322_0121171	090323_0121172	090324_0121173	090325_0121174	090326_0121175	090327_0121176	090328_0121177	090329_0121178	090330_0121179	090331_0121180	090332_0121181	090333_0121182	090334_0121183	090335_0121184	090336_0121185	090337_0121186	090338_0121187	090339_0121188	090340_0121189	090341_0121190	090342_0121191	090343_0121192	090344_0121193	090345_0121194	090346_0121195	090347_0121196	090348_0121197	090349_0121198	090350_0121199	090351_0121200	090352_0121201	090353_0121202	090354_0121203	090355_0121204	090356_0121205	090357_0121206	090358_0121207	090359_0121208	090360_0121209	090361_0121210	090362_0121211	090363_0121212	090364_0121213	090365_0121214	090366_0121215		MaxL2T	MinL2T	Max-Min	Max-Min/Min+1	coeff of var	#samples_zero
RIPPLY2	2.3	0	0	0	0	0	1.6	1	0	0	2.6	0	0	2	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1.6	0	1.6	0	0	0	1	0	0	2.6	0	0	2	0	1	1	1	1	0	1		2.6	0	2.6	2.6	1.393276891	30
CLEC1B	0	0	1	1	0	1	0	1.6	0	0	1	0	2.3	0	1.6	0	0	0	0	0	1.6	1	0	0	1	0	1.6	0	0	2	1.6	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0		2.3	0	2.3	2.3	1.387475213	31
ZNF664-RFLNA	2.3	2.6	0	2.3	1	0	2	0	0	0	0	0	0	0	0	2.3	0	0	0	0	2	2	0	0	0	0	1.6	0	1.6	0	0	2.3	0	0	2	2.3	2.3	0	0	2.3	1.6	2	0	0	0	0	0	1.6	0	0		2.6	0	2.6	2.6	1.384558116	32
PGAM4	0	0	1	0	1	0	0	0	0	1.6	2.8	2	0	1	1	2.6	0	0	0	0	0	0	0	1	0	1	0	2.3	0	1.6	1	1	0	0	2	1.6	0	1	0	1.6	0	0	0	0	0	0	1	0	0	1.6		2.8	0	2.8	2.8	1.382577294	30
NR1I3	2	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1.6	1	1	0	2.8	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0		2.8	0	2.8	2.8	1.380352546	30
PROM2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	2.8	1	0	0	1	0	1	0	1	1	2	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1.6	1	0		2.8	0	2.8	2.8	1.380352546	30
ADAT3	0	1	0	0	1	0	1	1	1	2.3	1	0	0	0	1	0	1	1.6	0	0	1	0	2.3	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1		2.3	0	2.3	2.3	1.355211494	30
MGLL	1.6	0	0	0	0	1	0	0	2.3	2.3	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	1		2.3	0	2.3	2.3	1.355211494	30
H1-4	0	1	0	0	0	1.6	1	0	0	0	0	0	1	0	1	2	1	2	1	1	0	1	2.3	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1.6	0	0	0	0	0	1	0		2.3	0	2.3	2.3	1.348849502	30
TTYH1	0	0	1	1	0	1	0	0	2.6	1	0	0	0	0	0	1	1	0	0	1	1.6	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0		2.6	0	2.6	2.6	1.344562219	30
CFAP300	1	0	1	1	1	0	1	0	4.6	0	2	0	1	0	0	2.3	1	1	1.6	0	0	1.6	0	0	0	1	0	0	1	0	0	0	0	1.6	0	0	1	0	0	0	1	1.6	1	0	0	1	0	1	1	1		4.6	0	4.6	4.6	1.341949282	26
C9orf135	1.6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.6	1	1.6	0	1	0	0	0	0	1	0	2	0	0	1	0	1.6	2	0	1.6	0	0	1.6	1	0	1	0	0	1	0	1	2	0	1	2.3		2.3	0	2.3	2.3	1.332313794	30
H2BW2	1.6	0	0	1.6	1.6	1.6	1.6	0	0	0	0	0	0	0	0	0	1	1	1	0	2.3	0	1.6	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1		2.3	0	2.3	2.3	1.322361026	30
TMEM108	0	0	1	0	1	1	0	0	2.3	1.6	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0		2.3	0	2.3	2.3	1.315099879	30
ETV2	1.6	0	0	2	0	2	0	0	3.2	0	1.6	2	1.6	0	1.6	1.6	1	0	1.6	1	0	1	0	0	1	0	0	0	0	1.6	0	0	1	0	0	1	1	1.6	0	0	1	0	0	0	0	1	0	0	0	0		3.2	0	3.2	3.2	1.313566158	29
SLCO6A1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	2.3	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0		2.3	0	2.3	2.3	1.308113612	30
PPP1R1C	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	2	2.3	0	0	0	0	0	0	1	1.6	1.6	2	0	0	1	0	1	0	0	2	0	1	0	0		2.3	0	2.3	2.3	1.302893697	29
ZBTB32	0	1	0	0	1	1	1	0	0	0	0	0	2	2	0	0	0	0	0	2.3	1	1	0	1	1.6	0	0	1	0	0	2	0	0	0	1.6	0	1	0	0	1	0	1	0	0	0	0	1	1.6	1	1		2.3	0	2.3	2.3	1.298802489	29
PLA2G7	1	1.6	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1.6	0	2	0	0	0	0	1	0	0	2.6	1.6	1	1	1.6	0	0	1.6	0	0	0	0	1.6	0	2	0		2.6	0	2.6	2.6	1.296878958	29
EBLN2	0	1	0	1	1	0	1	1	3.5	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1.6	1	1	0	0	2	0	0	0	1		3.5	0	3.5	3.5	1.294516319	27
C15orf65	1	0	0	1	0	1	0	0	0	2	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	1	1.6	1.6	2	0	0	0	0	0	1	1.6	0	0	0	2	0	0	2	1.6	0	2.3	1	0	0	1		2.3	0	2.3	2.3	1.292634539	29
IL23A	0	0	0	1	0	1.6	0	1	0	2.6	1.6	0	0	0	1.6	0	1	1.6	0	1	0	1	0	0	1	1	1	0	1	0	0	1.6	0	1	1.6	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0		2.6	0	2.6	2.6	1.29005836	29
ACE2	0	1	1	0	1	0	1	0	2.6	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1		2.6	0	2.6	2.6	1.285565728	29
F8A2	1	1	0	2	1	1	0	1	1.6	0	0	2.6	1.6	1.6	0	1	0	0	0	1	0	0	0	1	0	1.6	0	1.6	0	0	1.6	0	2	0	0	0	1	0	0	0	0	1.6	1	0	0	0	1.6	0	0	0		2.6	0	2.6	2.6	1.284509417	29
F8A3	1	1	0	2	1	1	0	1	1.6	0	0	2.6	1.6	1.6	0	1	0	0	0	1	0	0	0	1	0	1.6	0	1.6	0	0	1.6	0	2	0	0	0	1	0	0	0	0	1.6	1	0	0	0	1.6	0	0	0		2.6	0	2.6	2.6	1.284509417	29
PCOTH	0	0	1.6	1	0	1.6	0	0	0	0	0	2.3	0	1.6	0	0	0	1.6	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	2.3	1	0	0	1	0	1	1	1	0	0	1	2.6	0	1		2.6	0	2.6	2.6	1.278877363	28
TSSK4	0	0	1.6	1	1	0	0	0	0	0	0	2.6	0	1.6	1	0	0	0	2	1	1	1	0	1	0	0	1	0	0	1	1	2.3	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1		2.6	0	2.6	2.6	1.277227809	28
AVPI1	0	0	0	1	0	1	0	0	3	1	0	0	0	0	0	1.6	0	0	0	1	1.6	1	0	0	0	0	1	1.6	0	2	0	0	0	1	1.6	0	1.6	0	0	1	0	1	0	0	1	1.6	1	1	1	1		3	0	3	3	1.273500989	28
CYP26B1	1	1	1	1	1	1	0	1.6	2.3	1	0	0	0	0	0	0	0	1	0	0	0	0	1.6	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1		2.3	0	2.3	2.3	1.266605868	29
H4C2	1	0	1.6	1	0	0	1	1	0	1.6	0	0	0	0	0	0	3.3	0	2	1.6	1	0	2.8	0	3.2	0	2.3	2	0	1.6	1.6	1	0	0	0	0	1	0	1	2.3	1.6	0	1	0	0	0	0	2	0	0		3.3	0	3.3	3.3	1.261936547	27
WFDC2	1.6	0	1.6	1.6	0	0	2	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1.6	0	1	0	2.3	1.6	1.6	0	0	0	1.6	0	1.6	1	0	0	1	0	0	0	1	1	0	1	1	1.6		2.3	0	2.3	2.3	1.259255889	29
DLX1	1	0	0	0	1	0	0	0	2.3	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1		2.3	0	2.3	2.3	1.25469806	29
DKKL1	2.6	0	0	1.6	1	0	1	0	0	0	1	1	0	0	1	1	1.6	0	0	1	0	0	0	0	0	1	0	1	2	0	1.6	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0		2.6	0	2.6	2.6	1.254571297	28
GATD3A	1	0	0	0	1.6	1	0	2.6	5.9	0	0	0	2	1	2.6	0	0	0	0	1	2.3	2	0	0	2.3	0	0	0	0	2.3	3	0	0	0	0	1	1	2.6	1	0	1	0	2	2.6	1	2	1.6	0	3.3	1		5.9	0	5.9	5.9	1.238826507	24
SAA2	0	1	1	1	0	1	1	0	0	0	1	0	1.6	0	1	1	0	0	1	0	0	1	3	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0		3	0	3	3	1.230617424	27
SPIN2A	0	0	0	2.8	1.6	0	3	0	0	0	0	0	1	0	4.2	0	3	0	0	2	0	0	4.2	0	2	0	0	0	0	2.6	0	2	0	0	3	0	2.8	3.7	2	3.3	0	2.3	0	3.6	0	3.7	3	3.2	2	0		4.2	0	4.2	4.2	1.225990283	28
PRR7	1	1	1	1	0	1	1	0	0	1.6	0	0	0	2.3	0	1.6	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1.6	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0		2.3	0	2.3	2.3	1.219692791	28
RSPH1	1	1	1	1	1	0	0	0	0	2.8	0	1.6	0	0	0	1	2	0	0	0	1	1	1.6	1.6	0	0	2	1.6	0	1.6	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0		2.8	0	2.8	2.8	1.219357696	27
CDH23	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1.6	0	0	0	1	1	0	0	2.3	1	0	1	1	0	1	0	1	0	0	1.6	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0		2.3	0	2.3	2.3	1.216306125	28
KRT1	1	0	1	0	1	0	1	1.6	2.3	1	1	0	0	1	0	1	0	0	1	0	1	0	1.6	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1		2.3	0	2.3	2.3	1.216306125	28
PYDC5	0	1.6	0	0	2.6	0	2.3	1	0	3.8	4	3.5	0	0	2.8	2.8	2	0	1.6	2	1.6	0	4	0	0	2.8	1.6	0	3	0	1	0	2	0	0	0	2.3	0	0	1	0	0	0	0	1.6	0	0	0	1	1.6		4	0	4	4	1.213889116	26
URGCP-MRPS24	4.3	2	0	0	3.2	2.3	4.8	0	4.8	0	0	0	0	0	4	0	0	3.2	0	0	0	0	4.9	1	0	0	3.8	2.8	2.6	0	0	0	3.8	4.2	4.4	0	0	3	1	2	2.6	3	4.3	0	0	2.6	0	0	0	0		4.9	0	4.9	4.9	1.209382208	27
TRIM6-TRIM34	0	1.6	0	2	2	2	0	1.6	0	0	0	1	0	2	1	0	0	1	1	2	1.6	0	0	1.6	0	0	2.3	0	0	1.6	0	0	0	1.6	0	0	0	2	0	0	0	1.6	0	0	0	1.6	1	0	2	1		2.3	0	2.3	2.3	1.206153792	28
PRR4	0	2	0	1	0	1.6	1	1.6	0	0	0	0	0	0	0	0	1	0	2.3	0	2	1.6	0	1.6	1	0	0	0	1	1	0	0	2.6	1.6	1.6	0	1.6	0	0	0	0	0	0	2	2.3	0	1	1	1	1.6		2.6	0	2.6	2.6	1.195577022	27
SLC31A2	0	0	0	1.6	1.6	1	0	0	2	1.6	0	1.6	0	0	0	2.3	0	0	1.6	1	0	0	2.6	0	0	0	1	1.6	0	1	1	1	0	0	0	0	1.6	0	1	1	1.6	1	1.6	1	0	0	0	1	0	0		2.6	0	2.6	2.6	1.195475713	27
RAMP1	0	0	0	1	1	1	1	0	0	0	0	2.8	0	2.3	0	1.6	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1.6	0	0	0	0	1	0	1	1	1	1	0	2	1.6	1	0	1	1		2.8	0	2.8	2.8	1.192779519	26
RARRES1	1.6	0	0	1.6	1	1	1.6	1.6	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	2.3	0	1	0	1	1.6	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	2		2.3	0	2.3	2.3	1.192303303	27
TARP	2	1.6	0	0	0	1.6	1	1	0	0	0	2	0	2.3	0	0	0	1	0	1	0	1	0	0	1	1.6	1	0	0	1.6	1	1	0	0	0	1	1	0	0	1	1	1.6	0	0	1	1	0	0	0	0		2.3	0	2.3	2.3	1.192303303	27
FAM71E1	0	1	1	1	1	1	0	5.1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	2	1	1	1.6	1	1	0	0	1.6	1	0	1.6	1.6	1	1.6	0	1	0	1	2.3	1.6	1	1		5.1	0	5.1	5.1	1.190335297	22
BRICD5	1	0	0	1	1	1	1.6	1	0	0	0	0	2.3	0	0	1.6	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	1	1.6	1		2.3	0	2.3	2.3	1.187014219	27
PLA2G10	1	2	0	1	2.3	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	1.6	0	1	0	0	0	0	1.6	1.6	0	1.6	0	1.6	1	0	0	1	0	1.6	0	0	1	0	1	1.6	1	0		2.3	0	2.3	2.3	1.185044107	27
ERBB3	0	1	0	0	1	0	1	1	0	1	1.6	0	0	1	1	1.6	0	1	0	1	0	1	3	0	0	1.6	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1.6	0	0	0	0	0	1.6	1		3	0	3	3	1.180725597	26
ADM5	0	1	0	1.6	1	1	0	1.6	0	0	1.6	0	0	0	0	0	1	0	1	2	1	1	0	0	1.6	0	1	1	0	2.6	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	2.3	1	0		2.6	0	2.6	2.6	1.176995483	26
PPP1R32	0	1	1	1	1	1	1	0	0	2.3	2	0	0	1	0	0	1	1	1	0	0	1	2.3	1	0	0	1	1	1	0	0	1	0	0	0	0	1.6	0	0	1	0	1	1	0	0	0	0	0	1	0		2.3	0	2.3	2.3	1.167215467	26
PNPLA7	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1.6	1	2.3	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0		2.3	0	2.3	2.3	1.163463942	27
C1orf53	1.6	0	1	0	2.3	0	1	1	0	0	0	0	2.3	2.3	0	0	1	0	0	0	1	0	0	0	0	0	2.3	0	0	0	1.6	0	0	2	1	1	1.6	2	0	1.6	2	1.6	0	1	0	0	1	1	2	1		2.3	0	2.3	2.3	1.163183671	26
MPL	1.6	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	2.8	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1		2.8	0	2.8	2.8	1.162500895	26
H2BC11	0	0	1	2.3	2	0	0	1	0	2	0	0	0	2.8	1	1	0	3	0	1	1.6	1	0	1.6	0	1	2.3	0	0	3.2	0	1	1.6	1	0	0	1	0	1.6	2	0	1	1	0	0	0	1.6	0	0	1		3.2	0	3.2	3.2	1.146842042	24
ARHGAP9	0	0	1	1	1	0	0	1.6	3.5	0	1	0	1	0	0	1	1	0	0	1.6	1	1	2	1	0	1	0	0	0	0	0	1	1.6	0	0	1.6	1	0	0	0	0	1	1	0	1	0	1	1	1	1		3.5	0	3.5	3.5	1.14476356	24
ANKRD40CL	1	1	0	0	1.6	0	0	1	0	0	0	3.2	1	1	0	1	1.6	0	1	0	1	1	0	0	1	0	1.6	1	0	0	0	0	2	2	0	0	0	2.6	1	1	1	0	0	2.3	1	0	1.6	2.3	1	0		3.2	0	3.2	3.2	1.143955281	24
GJC3	1	1.6	0	1	0	1.6	1.6	1	0	0	0	0	1.6	1	0	0	1.6	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1.6	0	1	0	0	1	0	1.6	1	0	0	1	2	2.3	0		2.3	0	2.3	2.3	1.137821478	26
SYNDIG1	0	0	0	1	1	1	0	0	0	0	1	2.3	1	0	0	0	0	0	1	1	1.6	0	0	0	1	0	1	0	0	1	1	1	0	1	1.6	1.6	1	1	0	1	0	1	1.6	0	0	1.6	1	0	0	0		2.3	0	2.3	2.3	1.130792753	26
CCL3L3	0	1	0	2	2	1	0	0	0	1.6	1	2.6	2.3	0	1.6	0	0	1	0	1	1.6	0	0	1	0	1	0	0	1	0	1.6	0	2	1	0	0	1	0	1	1	1.6	0	0	1	0	2	1	0	0	0		2.6	0	2.6	2.6	1.130118086	25
CTF1	0	0	0	1	1	1	1.6	0	2.8	2	0	1	0	2.3	0	2	0	1	1	0	1	1	3.2	0	0	2	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0		3.2	0	3.2	3.2	1.128219674	23
NKAIN1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2.8	0	1	0	1	0	0	0	0	0	1	1.6	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1		2.8	0	2.8	2.8	1.1177659	25
PRR16	0	0	0	1	1	1	1	0	0	1.6	0	0	0	1.6	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	2	0	0	1	0	2	0	1	1	0	1	2	1	0	1	1	1.6	2.3		2.3	0	2.3	2.3	1.116361465	25
RAD9B	1	1	1	1	0	0	1	0	2.3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	1	1	1		2.3	0	2.3	2.3	1.111096852	26
RAB42	0	0	0	2	0	0	2	1	0	0	0	0	0	1.6	2.3	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1.6	0	1	1	1	1	1.6		2.3	0	2.3	2.3	1.109249398	25
COLEC11	0	1.6	0	1.6	1	1	1	0	0	1.6	0	0	1	0	0	2.6	1.6	0	0	0	0	0	0	1	0	1.6	0	1	1	0	1	1.6	0	0	1	0	1	1	0	2	0	0	1	0	0	1.6	1	1	1.6	1		2.6	0	2.6	2.6	1.107676447	25
CCDC200	1	1.6	0	1.6	1	0	2.3	0	0	0	1.6	0	1	0	0	0	0	0	1	1	0	0	1	0	1.6	1.6	0	1	1	1	1.6	1.6	0	2	0	0	2	0	0	2	1	0	0	1	0	1.6	2.3	0	0	1		2.3	0	2.3	2.3	1.105111672	25
RHOF	1	1	0	1.6	0	1.6	0	0	0	0	0	1.6	1	1.6	0	0	1	2	1	0	2	0	1.6	0	1	0	0	0	0	1.6	0	0	1	1	1	0	0	2	1	1	0	0	0	1.6	0	2	0	2.3	1	2		2.3	0	2.3	2.3	1.102149294	25
NMB	1	0	0	1	1	0	1	1.6	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	2	3	0	0	2	1	0	0	1	2.6	1	1.6	1	1	1.6	1.6	1.6	1	0	2.8	1	1		3	0	3	3	1.09902659	23
GOLGA8O	0	1	1	0	1.6	1	0	0	0	0	0	0	0	0	1	0	1.6	2	0	1	1	1	0	1	0	0	0	2.3	1	0	1	0	1.6	1	1.6	0	1	1	1	0	1	0	0	0	1	1.6	0	1	0	1		2.3	0	2.3	2.3	1.09885708	25
CXCL10	1	1.6	1.6	1	0	0	0	0	0	1.6	1	0	0	0	0	0	0	0	1	0	0	0	2.3	1	1	1.6	1	1	0	0	0	1.6	0	1	1	1	0	2	1	1	0	1	1.6	0	1	1	0	0	1	0		2.3	0	2.3	2.3	1.097800306	25
C11orf91	1	0	0	0	0	1	0	0	0	2	0	0	0	2.3	0	0	0	1	1	0	2.3	1	2	1	0	2	0	1	2	1	0	1	2	0	1	0	1.6	1	2	1	1.6	0	1	0	0	1	0	0	1	1		2.3	0	2.3	2.3	1.094045618	24
CFAP126	2	2.6	0	1	1.6	0	2.6	2.3	3.2	1.6	0	0	0	0	2	1.6	1.6	0	2.3	2.6	1.6	0	0	1.6	1	0	2.3	1.6	0	2.6	0	2	2.6	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1.6	2.6		3.2	0	3.2	3.2	1.088647938	25
FBP2	0	1	0	0	0	1	1	1.6	0	0	0	1	2.3	1	0	1.6	0	0	1	0	1	1.6	0	1	0	1.6	0	1	1	0	1	0	0	1	1	1.6	1	1	0	1	0	1	1	1	0	0	0	0	0	0		2.3	0	2.3	2.3	1.088055857	25
IL12RB1	1.6	0	1.6	0	1	1.6	1.6	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	3	0	0	0	1	1	0	0	1	1	0	1.6	0	0	1	0	1	1.6	0	0	1	0	1.6	0	1	1.6	0	1		3	0	3	3	1.088048485	24
GTF2A1L	2.3	0	1	1.6	1.6	1	1	0	0	1	0	0	1	0	0	2	0	1.6	0	0	0	0	2.8	0	0	1.6	0	0	0	2	0	1.6	1	0	1	0	1	0	0	2	1.6	2	1	1.6	1	1	1	0	1	0		2.8	0	2.8	2.8	1.087061725	24
OAS1	0	1	0	1	0	1	1	1	0	0	2.3	1.6	0	1	1.6	0	0	1	0	0	1	1	1.6	1	1	1	0	0	0	0	0	1	0	0	1	1.6	0	1	1	1	1	0	0	0	0	0	0	0	1	1		2.3	0	2.3	2.3	1.086446184	25
LIME1	1	1	0	1	0	1	1.6	2	0	1.6	0	3.2	1	0	0	2.3	1	0	1	1	1	0	0	1	1	0	0	0	1.6	0	1	1	1	0	1	0	1	0	1.6	0	1	0	0	0	0	1.6	1	0	0	1		3.2	0	3.2	3.2	1.086216844	23
PDPN	1	1.6	1	0	1	1	0	0	0	2.3	1.6	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0		2.3	0	2.3	2.3	1.079876182	25
ZNF534	0	0	1	1	1	0	1	1	3.3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1.6	0	0	0	1	1	1	1	0	1	1	0	0	1.6	1.6	1	1	1	0	1	1.6	1.6		3.3	0	3.3	3.3	1.079390534	23
CRABP1	1	0	0	0	1.6	2.3	0	0	0	0	2.6	0	0	0	2.6	0	1.6	2.3	1	0	0	0	0	1	2.3	0	0	1	1	1	0	1	1.6	0	1.6	1	1	1	0	1	2	0	0	2	0	1	1	1	1.6	1		2.6	0	2.6	2.6	1.07478067	23
HPDL	0	1	1	0	1	0	1	1.6	0	3.2	0	1.6	0	2.3	1	0	1	0	0	1	1.6	1.6	1	1.6	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1.6	1	0	1.6	1	1.6	1		3.2	0	3.2	3.2	1.072405946	23
NT5M	1	1	0	1	1	1	1	1	0	0	2.3	0	2.6	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	1.6	0	1	1	1	1	0	2.3	1	0	1	0		2.6	0	2.6	2.6	1.06959757	23
CCL4L2	1.6	1	1.6	0	0	1	1	0	0	0	0	0	1.6	1	1.6	1	1	1	0	0	1	0	3.3	1	3.2	1	0	0	0	0	1.6	0	1	1.6	0	0	1	1.6	0	1.6	2	0	1	2.3	0	0	1	0	1.6	1		3.3	0	3.3	3.3	1.068157215	22
C19orf73	0	2.3	0	2	2	1.6	0	1.6	0	0	0	2.6	0	1	0	1.6	1	1.6	2	0	0	1	0	1.6	0	0	0	1	2	1	1.6	1.6	1	1	0	1.6	0	0	1	0	0	0	0	0	1.6	2.3	0	1	1	0		2.6	0	2.6	2.6	1.067370035	24
TMED6	1.6	0	0	0	1	0	1.6	1	0	0	1.6	0	0	0	1.6	0	0	1	0	2.3	0	1	0	1	1.6	1.6	2	1	1	0	2	1	1	1	0	1	0	0	0	1	1.6	0	1	0	1	2	0	1	0	0		2.3	0	2.3	2.3	1.06388811	24
APOA1	2	0	1	1	1	1.6	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1.6	0	1	1	1	0	1	0	1	1	1.6	1	0	1	0	0	0	1.6	1	1	0	1	0	0	1.6	2.3		2.3	0	2.3	2.3	1.05805556	24
SULT1C2	1	1	1	1	0	0	0	0	2.6	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1.6	0	1	0	0	1	0	1	0		2.6	0	2.6	2.6	1.057029454	24
CYTL1	0	1	1	0	0	0	1	1	0	2.6	1	0	0	1	2	1	1.6	1	0	1	1	1	0	0	0	0	0	2	0	0	1.6	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1.6	2.3	1.6	1	0		2.6	0	2.6	2.6	1.056945173	23
PMCH	1.6	3.3	2	0	1.6	0	0	1.6	6	2.3	0	0	0	3.3	0	3.3	2.3	0	0	2	2	2.3	1.6	2.3	2	0	2	4.1	1.6	1	0	0	1.6	0	0	0	0	0	3.6	0	3.8	3.8	2	1	0	2	1	3.6	0	0		6	0	6	6	1.051975973	21
EIF3CL	3.3	0	2.6	4.1	4.6	0	5.8	0	0	0	0	0	2.3	2.6	0	0	2.3	0	4.5	2	1	2	0	4	0	6.8	2.3	3.7	0	0	2.3	2.8	2	0	6.8	6.7	2	0	2.6	2.3	2.8	5.6	1.6	1.6	1.6	0	4.5	0	0	0		6.8	0	6.8	6.8	1.049692989	20
PLAC9	0	0	0	1	1	1	0	1	0	1.6	0	0	1	0	0	1.6	1	3	0	2	1	1.6	0	1	1	0	0	2.3	1	0	2	1	0	0	0	0	1	2	0	1.6	2.3	1	1	0	1	2.3	0	1	0	2.3		3	0	3	3	1.047245896	22
STAC3	0	0	0	1	1	0	1	1	0	0	0	1	2.8	1	1	0	1	2	1.6	1	0	2	0	1	0	1.6	1.6	1.6	1	0	1.6	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1.6	0	1.6	1		2.8	0	2.8	2.8	1.045806365	23
